epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,191736,0.86761,0.49488,0.85771,0.81389,0.67188,0.76289,0.44411,1.41052,0.87558,1.00901,0.0017335,0.0017335,0.0017335
169,192842,0.85326,0.48165,0.85781,0.80326,0.69003,0.76448,0.44323,1.39849,0.85004,1.00122,0.001684,0.001684,0.001684
170,193950,0.86834,0.48748,0.85453,0.82032,0.6752,0.76693,0.44124,1.41065,0.87234,1.00266,0.0016345,0.0016345,0.0016345
171,195054,0.87113,0.49317,0.86109,0.78854,0.68347,0.76284,0.44234,1.39801,0.86257,1.00709,0.001585,0.001585,0.001585
172,196161,0.86932,0.49072,0.85533,0.86653,0.63747,0.75947,0.44388,1.40529,0.86821,1.00996,0.0015355,0.0015355,0.0015355
173,197274,0.84811,0.47386,0.85286,0.7727,0.70098,0.76122,0.44964,1.37728,0.86334,1.00516,0.001486,0.001486,0.001486
174,198393,0.8619,0.47809,0.85366,0.83728,0.66712,0.76754,0.44821,1.39624,0.85959,1.01253,0.0014365,0.0014365,0.0014365
175,199511,0.85536,0.47691,0.85623,0.85591,0.62668,0.74969,0.44349,1.38677,0.85926,1.01236,0.001387,0.001387,0.001387
176,200627,0.84833,0.46898,0.85185,0.79584,0.68464,0.75637,0.44754,1.38931,0.87835,1.00965,0.0013375,0.0013375,0.0013375
177,201744,0.86321,0.48847,0.85487,0.81622,0.66846,0.76011,0.4457,1.39252,0.87955,1.00704,0.001288,0.001288,0.001288
178,202862,0.84719,0.47464,0.852,0.81192,0.67116,0.76128,0.4462,1.40715,0.88058,1.00827,0.0012385,0.0012385,0.0012385
179,203979,0.86018,0.48547,0.85877,0.85147,0.65768,0.76113,0.44315,1.39863,0.85996,1.00607,0.001189,0.001189,0.001189
180,205093,0.83908,0.47163,0.84957,0.79193,0.68464,0.75852,0.44646,1.3937,0.88226,1.0063,0.0011395,0.0011395,0.0011395
181,206202,0.84035,0.47069,0.85238,0.79038,0.69272,0.75971,0.44845,1.39306,0.86468,1.00729,0.00109,0.00109,0.00109
182,207310,0.82008,0.45486,0.84581,0.84773,0.65094,0.75438,0.44407,1.39806,0.88393,1.00741,0.0010405,0.0010405,0.0010405
183,208418,0.84553,0.46879,0.84925,0.83575,0.66846,0.75476,0.44639,1.37917,0.86841,1.00189,0.000991,0.000991,0.000991
